siips,aghourian2017-feobv,alarkurtti2015-raclopride,bedard2019-feobv,ding2010-mrb,dubois2015-abp688,dukart2018-flumazenil,dukart2018-fpcit,fazio2016-madam,finnema2016-ucbj,gallezot2010-p943,gallezot2017-gsk189254,hesse2017-methylreboxetine,hillmer2016-flubatine,jaworska2020-fallypride,kaller2017-sch23390,kantonen2020-carfentanil,laurikainen2018-fmpepd2,naganawa2020-lsn3172176,neurosynth-cogpc1,norgaard2020-flumazenil,normandin2015-omar,radnakrishnan2018-gsk215083,rosaneto-abp688,sandiego2015-flb457,sasaki2012-fepe2i,satterthwaite2014-meancbf,savli2012-altanserin,savli2012-dasb,savli2012-p943,savli2012-way100635,smart2019-abp688,smith2017-flb457,tuominen-feobv,turtonen2020-carfentanil
-0.031089278,24.47749,10.56465617871111,6.9739156,-0.05936795,1.315248,38.8924600236655,22.38939517944578,2.2382500505288805,2.4169514,-0.05414637,14.548107,4.926201829979135,13.223286,-0.01065855362408218,0.7287283604974936,21.871979346851766,5.1423763834860745,-0.049671367,0.0008526701358581722,241.67378,1.234274,-0.07331174,1.8377277,-0.08033903,0.026890129,-3.138631527726e-30,2.0075612905912283,0.003335693209200689,0.42441498648871817,0.2296499923025856,-0.024067192157408934,-0.049284313,1.2698823,0.9231102818151279
-0.13625856,20.052088,20.268763887455624,5.61991,-0.029296461,2.2301376,80.63588258421478,27.94565234504403,8.964280593265197,3.33503,1.3733572,14.804827,9.360442902378074,7.8541746,0.6133431685926366,14.4125031289355,-0.009261180841131481,6.404832004945779,3.6827223,0.0001675489947694253,885.49835,1.1112602,0.35982805,3.310783,0.46942574,0.016257387,52.51758455714361,75.55698764979543,12.442812545092673,68.84244779592426,17.86041516229909,0.6334762640743278,0.29566512,1.3293538,0.1741844150660784
-0.07952957,21.65953,18.993352513971164,6.5201006,-0.00645572,2.2785769,67.64979538025581,31.118613767906055,7.878942501880073,3.5309308,0.5166988,15.680316,11.007757758378,10.037847,1.0655764378590051,16.75337779013949,18.41418257648028,7.659146945558256,2.7743907,-0.0019240614876856908,585.09814,1.3210123,0.3485646,3.2877927,1.1574454,0.04526807,50.80501392664709,56.24665620881212,7.3762416874803245,16.94980953654681,34.94583935823982,0.7255850141899015,0.8584484,1.4230856,0.9759600210584989
-0.03771645,19.542458,18.059328157302023,5.0859504,0.0005118277,2.5321567,64.80028649817412,24.43673245371252,2.58750399874031,4.015351,0.6000424,16.232086,10.811726574444174,9.11477,1.178208431531169,9.85157938969355,19.033999282305555,8.86791289273466,3.7976055,-0.0007704479478699559,351.80368,1.3669636,0.40910324,3.7517314,1.4225259,0.01308427,31.11633140565833,61.48988897745968,2.7400098948332907,22.250198304967746,36.32313228831015,0.6609151191401854,1.1674534,1.0274837,0.9306574719886508
0.1596187,24.601057,16.042382596729034,6.3143945,0.019717954,2.5929644,64.28862193012829,28.807843936707926,6.1229758699447085,3.8923619,0.87311757,22.73756,9.33787008624168,9.38473,1.5034518156694627,15.63592038032146,26.860700987148316,9.41214865635649,4.3063016,-7.167972565137814e-05,455.7967,1.4697379,0.44172388,3.2659981,1.6513689,-0.012659852,68.94663902099259,52.37955967569196,11.098418190218348,29.81916007048585,46.27557039361477,1.0658465024228194,1.3037112,1.4900838,1.4111077005141417
0.039385457,27.616463,18.055305371845616,6.470187,0.1461161,2.3236215,55.73451809275092,26.754912742463553,4.295978302598425,3.31445,0.9342195,17.421337,11.980204790036447,10.136827,0.8019626262630393,8.228741958586593,17.02893027334834,9.327653991869202,3.4982193,0.0019246934254480521,571.95386,1.3167915,0.37078238,3.701056,0.78909165,0.07471051,57.244504580169,47.68022165960072,2.931082434885054,33.251114477549166,23.264748239942623,0.8616634072770069,0.65285075,1.4239687,1.023315760522779
-0.110949375,19.004343,16.908910453721138,5.3879967,-0.15008108,1.8213813,50.70474487394854,26.34414854718522,2.78427099403516,2.6315923,0.38263023,13.593868,3.8883797457738614,7.9526124,0.45007240936801046,10.651557347821083,6.439325563472562,5.996783473237452,2.329919,-0.0025850679063725603,511.13242,1.0727552,0.14796151,2.5229504,0.4163248,-0.039249655,40.29031561518434,33.00328395739949,2.861428362352568,6.697307864366064,16.260183801356785,0.5681316880411896,0.19926567,1.2445034,0.4894049739845976
0.17601244,25.39893,14.427000911616716,8.477187,-0.030644342,1.4742578,47.66531804179673,25.093541711568832,1.937612298427628,2.0947564,0.10232134,13.420331,8.132865507276847,14.354098,-0.043987506541270704,0.9896267433440183,22.54796190809833,7.412667177840717,0.09630163,0.001040707531876453,508.63232,1.3217131,0.12305151,2.0463948,-0.0013751223,0.096735984,-3.2577445968506457e-22,3.540475728142802,0.025199488264153927,1.0605549939191616,0.6927602550570877,0.018409459084542355,0.029797735,1.64621,0.9196638455580007
0.06741199,26.75345,20.970552284990564,6.463732,0.045308217,2.5487256,68.11803399277423,30.565518108609623,8.04355194431744,3.6777134,0.9359799,13.876468,16.112320380415454,10.561453,1.2755123957436463,19.303822655962772,24.642337812968762,9.256345468395331,3.6767902,0.00110030380992634,416.65768,1.2409843,0.48556376,3.6787395,1.3153161,0.119892105,70.34130394300048,74.29631393370983,5.424142790650893,38.01815330575446,36.37774176027545,0.9850076173503768,1.2359984,1.4805284,1.1404299121736625
-0.12585635,23.869162,20.246390488653056,6.0299873,0.06345786,2.2407732,55.6641032693441,27.986068266810793,4.290851683633403,3.0277653,1.0229717,17.285023,8.947913326234337,11.180995,0.6488232641959032,10.953751599043924,20.298511661656754,9.064689741466726,3.2074182,0.002027259534885481,463.2934,1.2420949,0.40018457,3.2550433,0.67626184,0.13119452,57.80454794482624,48.16430292360981,2.3318587892328826,33.26181801814867,23.463793823309324,0.7962905303534409,0.5515564,1.2686996,1.0848147889150273
-0.055526022,19.565569,14.121455776690897,5.0451393,0.017715035,1.9975717,49.257505640827056,19.20126395354788,5.655634180721809,3.330481,0.92837244,13.621934,6.992739355226772,9.037288,0.5591313164984156,5.392590174395433,1.4801356503199623,7.102202829303818,3.7650268,0.0001343945277871343,531.5789,1.193152,0.35024813,3.2272313,0.59021425,0.10664151,53.95243747834086,37.086840863260086,1.7920116186779453,21.166405170107762,13.182400591427003,0.4789561204290886,0.515606,1.0924011,0.3057622143316073
-0.037717603,25.020258,16.021047396698403,5.7971015,0.07860226,2.3738787,56.48243870867935,23.159275724442356,7.339320730101081,3.420503,1.1219343,18.291864,8.281266497034986,10.94333,0.8097948015177727,8.856148962366808,21.791451489233527,9.843104919904379,3.7597501,-0.001810239304316056,497.89368,1.4017053,0.50971264,3.620481,0.8323876,0.1599985,63.94809332748645,51.96602382595306,3.039096265315102,35.33714620729481,24.525137428944312,0.8415038542852119,0.6965769,1.2028642,1.1667466971015836
-0.054054618,22.479105,21.0624697112458,5.585521,0.05394682,2.3793912,65.0893302173752,26.42551913334773,4.672734070377194,3.581692,0.9089859,16.043348,11.350463917444499,10.693253,0.9294165451966154,14.2744971423832,21.981450913836294,9.877246082907615,3.9517741,0.002863526664282605,446.26175,1.2479959,0.45992532,3.3087919,0.9237876,0.11662311,64.14125584114184,61.206643439667815,1.9974529009038724,34.94779444165076,30.438903645978225,0.8723321886296619,0.8327883,1.2712791,1.114729370354204
-0.024580438,41.998344,19.609629925286207,11.169159,-0.03572456,2.028888,49.00654652746536,42.25789155045026,21.073524353314195,3.0856638,0.7930998,25.409483,13.133230865545853,9.264912,3.1333052470317213,18.26320565544769,39.99511939331033,6.6208665221152945,3.557561,-0.006004285261689736,407.61108,1.4098539,0.24897648,3.009183,2.6540844,0.2861413,44.38598487966082,18.25276284941033,29.369449852410693,11.5973581824456,31.67369900769786,0.5977272154752785,2.1938968,2.2997296,1.557392386437367
-0.119189724,22.361458,19.727262235399273,6.528467,-0.04099661,2.2016735,65.31451492677787,30.795870308737154,7.071096215766935,3.4724321,0.50141597,14.884026,7.536084691884069,9.490617,1.0066190914875937,14.885983733410423,14.274860227342293,6.7304509099607674,3.2626302,-0.003112787493018534,545.02936,1.2991791,0.35540986,3.0678341,1.1907796,0.08773765,50.31916412231298,47.463714758000705,4.468235495877487,8.687509908227947,37.0921331761692,0.7910046382443822,0.78320783,1.477157,0.7755117497581822
0.0630075,18.085873,13.180003702104347,4.5517616,-0.16780953,2.2198386,41.23471780721445,14.291748105922991,2.309620462537636,3.5788267,0.60496545,17.667553,7.251982599860374,9.566846,0.5722656399367884,2.7716165492609344,17.829339805846438,8.271317654039658,3.3620117,-0.0018778470382091984,407.72284,1.2766204,0.24402303,3.216425,0.51338345,-0.12072273,45.72755688298479,38.5729352409421,0.5202071115841677,27.77958583858707,18.116182844662603,0.6427086623144563,0.62315804,0.964177,1.0334670677766216
0.12692662,16.454617,7.236697449722679,6.2129145,-0.27384996,1.0620488,25.25739038120138,13.65738449054852,0.011687226916998856,1.511884,-0.07756234,11.417064,1.0618567582490357,7.328895,0.19687951931754424,0.7014668410454633,2.6809484165015314,5.498205215865245,0.49283212,0.00031118736945719746,115.96978,0.9498531,-0.14902036,1.3072171,-0.027338834,-0.22448964,17.954998515636547,2.0704069450467424,0.5400075495471406,2.0810244399497297,6.558996916294785,0.1156759766838692,-0.13792896,1.3499539,0.3888553729929575
-0.11562958,25.978468,21.2292262046945,6.251787,0.030229779,2.2261043,51.419261809179886,31.601314231366864,5.107899755053279,2.4934402,0.95134765,15.586888,8.108509657884415,10.962984,0.7391442927179297,14.218541214752571,20.10897700837881,8.355993115201137,2.7451503,0.0009448204510066877,517.5051,1.20041,0.3957212,3.1928563,0.6551633,0.17799664,59.36179741396298,47.35226875472067,3.173939898484915,30.809105173336715,22.83778023154643,0.8462596206917276,0.5626349,1.2940762,1.066291722713448
0.020167865,50.35823,40.26799994828319,14.74512,-0.24104594,1.7583152,20.659439174169023,41.861244340430105,8.482866904412825,2.0453663,0.23230697,23.330269,1.9370720196644124,9.882845,8.814650966316043,19.64438085509741,13.758122362102295,5.036021800526928,3.007108,-0.00011805248215369264,268.4626,1.0839374,0.7169792,2.08548,5.320736,2.0421112,26.242669295840262,1.5999048554137996,1.595572780514856,1.96696935335185,0.7075146486438819,0.47850019883557443,5.378057,3.6612659,0.8644560332510766
-0.036029935,23.388777,17.431266759785156,5.876775,0.033459943,2.3049998,53.315982870462506,20.72488151103016,6.6781085219884595,3.4177573,0.9919609,19.159595,12.620690076129126,11.046364,0.6400828602931053,6.20536447499733,20.593089868144347,9.428094687944666,3.5506709,0.0003942714567498285,426.09384,1.3364241,0.42019588,3.3789759,0.6338574,0.09402959,61.34463095213325,48.81791272967423,1.490495604220577,33.63962103921971,20.92709361969286,0.7753484462768063,0.5759878,1.1879594,1.0649173039506876
-0.07270177,22.563349,14.558826410369448,5.504664,-0.0027837122,2.4086714,50.91169100066503,19.570410055858787,5.56307310236905,3.818609,0.8798077,16.78818,7.428380314600082,9.310096,1.0771567925939374,6.414258899644071,17.19316456158755,9.838215050837062,3.8111897,0.0010215904387362443,432.86948,1.3763936,0.36954907,3.6520941,0.958922,0.03834832,58.22896558019639,45.91041303940557,2.4805791507312587,19.980044359932407,22.13462734960693,0.813884990342545,0.93920004,1.1165662,0.9085767393417086
0.089815415,25.545807,14.815975465213766,8.30639,-0.036459148,1.4188505,48.61248279319151,25.44509378040538,0.2067646750335292,2.7672176,0.08437284,15.610344,5.220227689736826,14.23452,0.0380604936818332,0.2471382247000619,24.85822924196228,6.588263256050482,0.1051982,-0.0012228593105792914,451.8826,1.2952582,0.11600017,1.8547889,0.06326325,0.016520834,1.0288516299811616e-17,3.2074920728755982,0.022976701506139778,0.3471854811243661,2.9586056166022634,0.0452025516959111,0.023803629,1.6538609,0.9066386708781647
0.119403124,21.252031,19.121809803425382,6.0583735,-0.005429012,2.1519141,72.4586087829726,29.927474938703504,8.011275450337767,3.579884,0.8053665,14.2462,10.760925437901667,9.470784,0.6875552339574197,15.322473920291376,3.3447534560566554,6.47592598912625,3.2534392,6.627695235049091e-05,797.0642,1.1767038,0.36603057,3.2101798,0.7575501,0.04404196,53.76052643382832,55.399290330841154,5.256499705496232,29.93142039522284,17.93739938137805,0.6752715298925124,0.53287023,1.2684861,0.361157440154438
-0.00037174785,21.33412,12.746021493037542,5.4434886,-0.0989555,2.2070942,43.91889259984232,16.325695005092832,4.605875790607569,3.0530622,0.83747745,14.477294,8.027442414182259,7.750357,0.9088560345679995,6.683477994128677,14.058465583875243,9.432898851169162,3.419607,-0.0010211046036170313,456.76282,1.3256106,0.07017488,3.658398,0.7109743,0.08404552,59.09694176614588,38.18606001289329,0.7023328284165852,16.51343536571989,16.427459813289556,0.753394377914397,0.38093945,1.1392914,0.8374881127823466
-0.018488964,26.9777,21.298097480157235,6.407631,0.06407013,2.2325962,57.11831271015602,27.47376579345059,7.14284790572984,2.2681513,0.9455444,16.38841,14.705719284829883,10.755066,0.5986591887572477,10.277039518107175,21.341056845860603,9.272847249073429,2.658063,0.0033483865869217613,592.54877,1.1987754,0.378347,3.514312,0.610665,0.18895507,62.88290079951889,53.47353286481133,2.8675528384729945,42.355651863733755,24.835277467974933,0.7551982973234095,0.47616902,1.3947831,1.098386230774511
0.18416515,25.591043,15.45862815591426,6.858273,0.010807558,2.455064,60.32163505690241,28.213872271404657,7.963871478774379,3.6537743,0.9182654,24.988491,9.760339224286104,9.4857,1.8658263816182323,15.9857665701606,26.41793989853679,9.71329714023476,4.013504,-0.0010639526583381318,333.33365,1.5042793,0.5349758,3.251761,1.7611271,0.25036716,64.34485994818176,47.11928084070662,13.185433030581603,31.296010830504535,44.171125792649164,0.9682984120871946,1.9044814,1.5778613,1.494490864757616
-0.13001695,24.473938,18.595354054288876,6.3376107,0.024316827,2.576358,64.7414447104186,30.042879079980604,7.243740769008801,3.8166099,0.96394646,23.68325,11.201780253564806,10.089397,0.7193533097079361,18.902318523988555,29.92992376251302,9.588915750147361,3.681416,-0.0031365063705087186,410.74884,1.4317305,0.5357279,3.6763878,1.0334865,0.072879165,59.661457584403955,59.98812627269868,8.550447898185078,34.32293474591289,34.02161884098227,0.9333557240380016,0.8513225,1.4660661,1.4848243746168637
0.027012352,28.89847,13.894652022006728,9.10594,0.063353926,1.4258868,50.87075929384029,27.178171188305743,4.46626008026055,2.6724548,0.07414607,13.682832,2.206663679289135,14.375673,0.0008024982124278411,1.9255499169498065,26.724284668870027,5.919319195015515,0.0669161,0.0016289816467129881,478.30496,1.298062,0.03830828,2.0910542,0.04357332,0.07446548,-4.721639629837246e-31,0.11779083678818833,0.015509443331032902,0.0062990687306348735,0.005898183562059271,0.012509330744585361,0.09535818,1.9455458,1.0039891743292342
-0.08573586,21.1076,15.08372667810064,5.548615,-0.19499171,2.4391215,59.10650834879253,27.20786827824176,7.84082350190076,3.3028662,0.44444388,13.42265,14.275656974953087,7.5407705,1.5150718824849263,14.626691622185911,27.249383901883245,7.035260182182641,4.173538,-0.0008947089484674615,321.0874,1.3590145,0.23041746,3.5746982,1.794435,0.035654888,9.628340927676092e-21,36.04807794383783,1.615635938978843,6.722966949173058,27.27238969913558,0.7035326545580316,1.7572885,0.9214373,1.0690476754374327
0.018654589,26.084501,17.421122970137652,6.874794,-0.03735044,2.408288,68.96759901875657,31.751089146060327,9.649633844572593,3.4389093,0.8683742,21.813189,8.987474875163405,9.660432,1.6791950183661448,18.200057595851764,30.643096751867223,9.351863785657386,3.6702256,-0.0029718601262229824,507.26205,1.4076095,0.4805416,3.5121317,1.4986658,0.31485543,67.87485507126625,55.13716518697452,13.401808546367732,30.132311572787923,37.347313494469226,0.8423037288630791,1.6124678,1.485461,1.423798012653943
-0.111476384,25.04125,18.057330942130307,6.8815255,-0.017173372,2.663848,78.70984460162944,29.490799450085667,10.523555243213677,4.318498,0.9394384,21.501453,5.118485803893146,9.974888,0.9539185388410067,24.185160556549715,35.056282865107654,10.824379049879067,4.2254815,-0.0021225373506930747,582.6426,1.4854952,0.4315737,3.9006934,1.1697689,-0.034732547,66.81236802144848,68.14938363563856,8.563343953128637,38.82888985823941,41.558357155984,0.9932658056221799,0.98782265,1.64194,1.64987668223806
-0.0805298,20.572737,19.801197894108824,5.9697785,0.007915868,2.0656884,66.22307921337796,30.002609849311938,4.9322628541277895,3.512849,0.7286601,13.878608,10.015672048918763,9.906287,0.7639879887544838,13.554477770118657,5.9691521576211795,6.665849721993717,3.5793815,0.0003009371993779104,743.7685,1.168211,0.42849895,3.1302032,0.94419384,0.1479172,51.2349128551305,48.700050389712935,2.917330635693533,14.177292953724253,16.746881300624302,0.7331745587274884,0.67154706,1.1862655,0.4941061433945608
0.044639286,28.339777,18.889598585052994,7.156285,0.052839335,2.6143804,71.4944580047174,29.711843306755092,7.146902541511034,3.8681366,0.7459259,21.93396,13.299167931509155,8.858404,1.526062277561453,15.999648009280712,24.321446591026795,9.997857513373846,4.2580643,0.0005135505721355413,396.89697,1.4435414,0.5468119,3.2426682,1.7044014,0.23363368,71.84569350477597,63.8851713933514,14.21037463496506,35.56102376276513,45.910385975226696,1.077430489325506,1.2561,1.6934136,1.3650039100347615
-0.020371566,20.41455,13.582872116212904,5.2601347,-0.13714203,2.293314,40.862786497654774,15.078423796472173,3.0758389602763474,2.937957,0.7335619,12.138636,9.021488521563398,8.110942,0.9513177761959023,5.5944867964423,15.322839592354244,9.012440739802033,2.9222195,-0.0006315623208520088,410.20575,1.3122711,0.19367555,3.4939077,0.69772637,0.009765456,53.99696473581294,35.72854937641101,0.8031336866443227,17.51039145581226,15.997855940551272,0.7176304450345684,0.6502046,1.0149277,0.925977965891017
-0.13945033,23.748743,15.190870379238302,6.480818,-0.19415449,2.0528977,51.74604197574208,29.05730221110421,10.021464468472518,2.3328197,0.36439377,18.430096,7.459758945224229,7.0419106,1.57865911178272,9.144763501691157,28.892554471988113,5.5539619218229275,2.9583063,-0.0036584839139030298,203.29237,1.2814678,0.04583186,2.8458078,1.4493582,-0.045535456,32.83759629726144,24.125413588499928,17.30789315809095,4.503597877059267,46.88342822469476,0.62070780628479,1.3602787,1.4476472,1.18981455353293
-0.004590076,22.580013,11.412720263270131,7.397928,-0.095303394,1.3206791,39.07916620032584,21.277208317112137,0.9955324679074454,2.2839417,-0.13732171,13.129599,1.6938798954395224,13.075474,-0.05818074287726431,0.15067768402545892,17.932084126702133,5.393073803960363,-0.094782375,0.00017483755796995004,281.0456,1.2042625,-0.08621296,1.730946,-0.11893628,0.06343836,-1.3678479156023124e-26,0.02983673660159687,6.173473885792131e-05,0.008952539482677132,0.02876238721454339,-0.06690962473195737,-0.098437995,1.3398316,0.7496826226310844
0.005032787,23.62658,20.20197051886807,5.8015647,0.060065135,2.17231,55.67128810825044,23.28569686808975,4.8603961315425,3.259347,0.7303622,16.20954,12.508123705723396,9.651745,0.7817408906800948,8.439114132059524,18.147062289360623,9.068333889719055,3.4654384,0.0034501166738732988,483.30902,1.2460812,0.38298863,3.1996596,0.74933577,0.08078291,48.94086628642709,47.70026747677697,1.503079910160897,29.832440863031085,24.73915453530725,0.7654775209254538,0.6418284,1.2490861,0.8950971256835037
-0.035456117,22.317009,16.725650028366758,5.6656914,-0.013031166,2.3708563,56.59113903661204,22.85532404997286,5.328333386191314,3.4241192,0.73994946,14.083462,9.739910706323236,8.941354,1.1050794017938936,9.328235155485173,16.22828700489044,9.255604070561878,3.5481126,0.002100222196618113,551.46356,1.254944,0.42933398,3.5520504,1.0501648,0.09884793,57.13938232334568,53.018893462286066,4.340218759230482,24.40417666700267,27.596556903974573,0.7770072312920575,0.8624753,1.2487607,0.923836866532454
0.058480978,19.060932,9.398232087103727,4.644792,-0.21683177,2.0613437,31.527654575237865,10.382104548784502,2.1394117511551616,2.423105,0.5182011,10.26792,4.986295738592911,6.7862477,0.8376118179165796,3.6583602353610023,9.961984396543487,7.809694236969826,2.422419,-0.0009759547114832719,308.1527,1.288624,0.058318574,3.0928147,0.4813729,0.03540612,45.39145884976331,26.072015625404678,0.47130490798339597,12.203573309759818,10.644495984449684,0.623463395661196,0.3815168,0.9634371,0.718824886261904
0.0757872,20.04762,12.920927902191918,6.6771784,-0.15560028,1.4083021,42.154635580569426,25.747445800827297,1.180309017104863,1.9257535,-0.06975137,12.602302,7.618500245915593,11.350282,0.14395233001877472,3.7976605370660232,12.034242946594864,5.216427118803686,0.23987034,0.0004670960470753991,358.78723,1.070938,-0.027852682,1.8284818,0.0627786,-0.053661004,9.095367238340964,10.743404446043662,0.8147916480181885,3.1796966928949035,8.525345446286611,0.08466237047889479,0.114780396,1.311822,0.6462003432551551
-0.0059629222,32.58512,22.005678600152045,9.367542,0.06949888,2.3912756,63.33095245791077,37.20660566927782,10.877569891377998,3.4217744,0.76559365,21.852577,14.38335051051249,10.200125,2.2827433823862413,21.328427449907757,23.476607355076535,8.482519574849034,4.210668,2.6088238419676978e-06,545.217,1.3502893,0.48231447,3.341246,2.1629627,0.42843378,69.40460471910647,53.01289584100102,17.86686477225047,23.326634616637108,35.47834697634057,0.9378094935122706,1.1767652,2.2564194,1.1482337044855278
-0.16538994,24.357944,20.93056578051956,5.8208833,0.048007153,2.3821163,67.23859935352314,26.21166247176128,4.884298613270715,3.4953237,0.8257802,16.713161,11.12554121563018,10.266493,0.9675402154026835,12.904961254083,23.44301186774614,9.870455468001559,3.9766147,0.004120357799139655,490.2904,1.3016514,0.46362036,3.3186483,1.0159702,0.121532455,59.85026894224685,64.46382850506556,2.6509518274316473,40.617664922784336,31.30069582511953,0.904472499508855,0.82183576,1.3048924,1.1178268052155473
-0.035300333,25.692652,20.78883766560051,6.1218467,0.032982476,2.059274,53.77186415102669,29.781345297078616,4.162687200071276,1.9242332,0.8954202,15.586059,12.428297944416373,10.982425,0.5352467299612205,12.197857334051276,18.86017766207995,8.218545043471092,2.2663865,0.00381829110383814,509.94608,1.121145,0.27297032,3.1929603,0.47182128,0.19690076,58.01503530541801,43.329017857061906,1.5434586753549104,30.42201030410862,21.69835306152512,0.6803870756104784,0.4408718,1.3222206,1.0386005856339688
